started_at,2008-01-03 00:00:00+02:00
completed_at,2009-04-01 07:00:51.811205+02:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
resource_role_5_70,ROLE 5_70,0.898584630686368,30,35269804.22147467,39250397.811205,default_profile,Default profile
resource_role_5_71,ROLE 5_71,0.9098562538205558,32,35712219.91346952,39250397.811205,default_profile,Default profile
resource_role_5_72,ROLE 5_72,0.8997501407176763,31,35315550.953856476,39250397.811205,default_profile,Default profile
resource_role_5_73,ROLE 5_73,0.9106194037191838,32,35742173.85058025,39250397.811205,default_profile,Default profile
resource_role_5_74,ROLE 5_74,0.8954492963908938,31,35146741.10310619,39250397.811205,default_profile,Default profile
resource_role_5_75,ROLE 5_75,0.9254412695536318,32,36323937.980886646,39250397.811205,default_profile,Default profile
resource_role_5_76,ROLE 5_76,0.9119310618316431,31,35793656.95328657,39250397.811205,default_profile,Default profile
resource_role_5_77,ROLE 5_77,0.8969794730116665,31,35206801.14419293,39250397.811205,default_profile,Default profile
resource_role_5_78,ROLE 5_78,0.9135937068429294,31,35858916.43139838,39250397.811205,default_profile,Default profile
resource_role_5_79,ROLE 5_79,0.9106613480928386,31,35743820.18393215,39250397.811205,default_profile,Default profile
resource_role_5_80,ROLE 5_80,0.8962452037540535,32,35177980.78373108,39250397.811205,default_profile,Default profile
resource_role_5_81,ROLE 5_81,0.9204050510019978,33,36126264.39927084,39250397.811205,default_profile,Default profile
resource_role_5_82,ROLE 5_82,0.9076061054558378,31,35623900.69502011,39250397.811205,default_profile,Default profile
resource_role_5_83,ROLE 5_83,0.9171098154124777,31,35996925.091500536,39250397.811205,default_profile,Default profile
resource_role_5_84,ROLE 5_84,0.8928008241001364,31,35042787.512102015,39250397.811205,default_profile,Default profile
resource_role_5_85,ROLE 5_85,0.9229002160588525,32,36224200.62035701,39250397.811205,default_profile,Default profile
resource_role_5_86,ROLE 5_86,0.9151053769076514,31,35918250.082798004,39250397.811205,default_profile,Default profile
resource_role_5_87,ROLE 5_87,0.9131446145246711,31,35841289.379252784,39250397.811205,default_profile,Default profile
